Drug,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
DB04838,21.42731712,37.47704817,10.99958435,-10.8641925,-12.81642372,-6.613117963,-9.07717444,-23.21478074,17.13913566,-37.00569929,-8.184417048,-18.15464779,15.55375303,-4.50517651,1.875502175,-19.50318361,27.25676543,3.177115919,4.479852563,-10.12630442,-8.126082259,-7.309596967,-0.596491737,-0.690617502,-4.575775968,0.549580531,-15.05490586,17.76844752,-8.713766775,-0.680536419,14.45683495,6.168929254,-4.594894244,-8.078067714,-3.301260714,6.146178562,2.676431702,10.8240419,5.234000754,-0.945475262,-1.901574828,5.691566261,-1.25810337,9.225625235,-2.282998865,4.866620633,-1.745859503,-5.674512645,4.703004876,-3.153546316,3.135982157,-3.863920225,-1.420629471,-9.509514001,-9.277451856,10.96429752,5.526838875,1.255987766,3.114410342,7.510371183,-3.771989085,4.34067085,0.34878702,6.098694522,-0.052167748,4.93087333,-4.106862085,-0.177757841,-1.811222243,4.052561525,-1.180967279,2.530192401,0.644506299,-0.52711095,-2.624142744,0.107087478,-0.233160629,0.649718117,-0.355921949,0.90538143,-0.817227956,-0.554306726,0.320661349,0.69527655,-0.063152509,-1.71473688,-0.147459808,-0.000916819,0.021687925,-0.031056203,-0.986850308,0.776511574,0.371212562,0.641053917,0.111615825,-0.12848271,-0.4279563,-0.689731315,-0.267927357,0.146607725,0.018839059,-0.818446822,-0.224999383,-0.121960433,-0.078798504,-0.059229645,0.007556871,0.30384296,-0.134391401,-0.072760666,0.113324277,-0.043240016,1.82E-05,-1.84E-15,-2.44E-15,1.18E-15,1.24E-15,-8.87E-16,-1.74E-15,-9.07E-16,5.68E-15,5.00E-16,-1.53E-15,7.80E-16,2.87E-15,1.78E-15,-2.35E-15,-4.08E-15
DB02424,27.7170924,18.01678552,-15.68596615,-4.517395988,13.63172694,-3.893815794,11.8995657,-0.582918597,14.97461671,-10.73992505,22.56718025,8.078669929,23.6914992,-5.691169288,-5.039695466,7.077727553,19.65915748,1.115363156,-1.21089944,0.330917444,19.53410213,20.11088266,11.61092035,-13.50117038,-11.26351033,-0.624233983,14.27423273,-8.488067343,-1.164203449,9.200434194,-18.27989394,-6.702166793,-4.89350512,-6.79784057,-2.664108159,-8.271049621,-9.398646742,18.64017244,0.214898758,-7.823980664,16.98222488,3.00486109,-5.59931,-5.453035223,-4.762120053,-8.498738082,-8.161603488,-15.45271393,-8.538811563,1.402125828,0.556415797,3.695875176,-1.093766911,9.240976006,-1.371621435,0.204269099,10.72784304,2.569907953,-5.001459142,17.74205036,2.800948275,-3.570652151,1.194384272,-2.40744687,-5.632000448,-10.76826642,-8.47741064,-3.269647173,-3.794428004,1.218934652,4.592827317,-8.195002205,-4.888313866,0.622563314,0.226691104,1.134043505,-0.965540351,-1.126783195,-1.847283364,-2.729174244,0.188732491,0.434400395,-1.847523109,1.211693612,0.348635869,0.182620243,0.039240075,0.26306009,1.021350467,1.038000714,-0.493594325,0.651010991,-0.334070627,-1.438401091,-0.318148932,0.979201798,0.063575441,0.651115137,-0.169875333,-0.547225294,-0.420614392,-0.881477812,0.716069183,-0.005782104,1.359312593,0.773453621,-0.300508553,-0.133548868,0.176560569,-0.349565291,0.05998782,-0.025670779,0.001811995,3.07E-16,2.52E-15,4.92E-15,-4.14E-15,3.09E-15,-1.78E-15,2.45E-15,-1.95E-15,1.96E-15,6.63E-16,1.27E-16,1.55E-15,2.62E-15,1.89E-15,-1.74E-15
DB00661,96.15280678,-110.304384,86.54285412,-63.50321515,-3.894295705,10.36716582,-44.02725316,-13.7700178,13.18440614,4.679282592,58.47944719,4.174909836,-28.71071077,-20.37925495,-3.351090703,2.846733977,42.94638348,17.00075413,-3.295596201,-5.543085613,0.242986519,2.970305185,-4.742770682,-15.94276049,-0.169811048,-23.02538756,19.08629774,-9.396926096,4.011778834,14.62789745,9.094578104,34.82900164,15.52524503,41.31879744,6.971906511,0.844423047,16.29478406,-7.602037896,-2.232428959,-7.802451456,-2.915832807,-7.765812545,5.471731867,-11.96475465,14.50122655,0.77279158,10.39337972,-6.681123003,-0.801820231,3.679292075,0.441032034,22.05718237,-17.41879174,11.11215536,-9.879743117,-17.77225267,22.6490436,-2.732957389,2.580911606,14.69858948,-6.657352252,-32.66714288,-11.6017355,26.46087728,4.738216267,0.09790157,2.833748089,-0.426483355,26.76278077,-10.51734594,-30.19929721,24.43448686,-20.36925769,0.528268139,4.10563284,-0.934358563,-4.265967757,-16.07985391,-27.01687688,12.85857087,12.44373046,-2.797851106,4.884478626,4.758971351,-8.861435163,-2.83951811,0.360225155,-7.899993053,1.198070419,2.646243378,5.669840516,4.039293028,-0.850632317,6.871213245,1.718988868,-2.146651474,1.726900622,1.01279448,-1.423433891,-0.294751215,1.239514024,-0.814747743,1.01308699,1.102051566,-0.020920053,-0.041141986,0.128217265,-0.484384495,0.143581782,-0.02890524,-0.050269488,0.006743902,5.69E-06,-1.13E-15,-4.04E-16,4.87E-16,4.53E-16,5.38E-16,7.19E-17,3.79E-16,5.43E-16,1.03E-15,1.89E-16,-1.77E-16,-5.80E-16,6.37E-16,-7.16E-17,6.41E-17
DB00682,11.33612192,22.72779516,1.943717919,-18.40458466,10.86909283,-1.506524583,3.636605994,-15.23093635,9.054152875,0.719303626,-17.91399025,11.47633572,-1.910960628,3.415788545,5.566769611,11.30679932,-2.787345483,6.822415434,1.669699084,-6.146716037,1.827207961,-1.348092883,-4.207820651,-4.150422027,-3.326067064,5.60968179,-2.156995403,7.72281161,-2.006783014,3.37967778,8.705748233,-2.269546206,4.806038964,-8.465817903,-7.837619433,-3.600545232,6.169593877,-13.24784106,7.997421261,0.643728267,-9.493652839,5.438904564,-9.731894276,-13.61045912,-2.880562785,-1.715798241,-4.095240582,3.284505322,4.898617428,1.251591447,-0.012343588,2.591188045,-0.004624703,7.586162259,3.365936742,0.114865093,9.167649849,2.178435014,1.42197266,-1.057557081,2.217203051,-4.981350711,3.347047782,-0.684318505,2.132787661,2.30547965,-2.057332377,-1.773759234,-0.187285004,1.737798401,2.533092952,-0.750104613,-0.740322936,-0.689969878,-1.406289136,-1.457116695,2.27281561,-0.591397425,-0.365016728,-0.412548417,0.009468668,-0.047358193,0.07910729,-0.112359999,0.244193333,0.686643424,-0.915396942,0.806171788,0.420677411,0.695886345,0.191245077,-0.218825944,-0.270717043,0.255638209,-0.210474696,-0.494086123,-0.469768095,0.308894831,-0.422577285,-0.103299364,-0.103796693,-0.3331047,-0.162418984,0.045631372,0.229647186,-0.004173641,0.205327937,0.192095052,-0.036176877,-0.172110492,-0.043609902,0.041238314,-0.000669517,-7.16E-16,-2.32E-16,3.28E-15,-9.94E-16,3.15E-16,-3.43E-16,1.64E-15,-8.84E-16,-1.70E-15,1.32E-15,-1.55E-15,-4.04E-15,3.43E-15,5.47E-16,-7.12E-17
DB00719,-17.46979349,14.08328324,22.67203844,9.736708837,-10.2778224,-9.983961274,2.661278761,3.494506347,-7.40657431,7.739510662,6.548739792,12.47583617,-6.506507533,-12.47306348,-0.687398233,-6.061840737,6.137794037,-13.71424832,7.940837991,8.911425764,6.832713534,-2.512031692,-6.508537475,4.76686333,-0.769483637,1.30430693,6.636983445,4.449332883,9.492368943,-9.462499616,-5.817652466,-4.482171135,0.669023663,-2.217052956,-27.74215078,-13.62919404,-9.629471529,-9.43216017,7.358649985,-7.363160761,-0.972389615,7.214865207,-4.771967005,-5.496652651,0.175522183,-6.212939908,-5.928869837,0.7493886,-3.341621372,1.630397872,3.463200273,4.688113968,4.092489822,-0.748790808,1.346423772,-7.633061187,-0.618985985,3.297581914,4.131472985,-1.963099555,0.992900784,-0.096351438,1.023475132,-0.695818861,-0.538329077,-1.370494065,-0.147573942,0.005416929,2.698246925,0.897695716,1.533346376,-0.964931109,0.851627466,0.19575191,2.278125425,-0.038063502,-1.610269111,-2.354438127,-1.169341727,-0.013028031,0.281450853,1.006621189,0.590111473,0.878755104,1.132323763,0.405358014,-0.328013786,0.940157293,0.405361282,0.839684617,0.465622444,-0.831807022,0.177388181,0.128536395,0.224586318,-0.231362024,-0.272454607,0.402543018,-0.585371665,0.238024891,-0.056248559,-0.166121736,0.02413092,-0.017505497,0.276728381,0.002080015,0.123481991,0.072710111,0.188411194,-0.015862477,-0.050822107,-0.001120829,-0.00023839,-8.20E-16,-1.27E-15,2.54E-16,2.39E-15,-2.32E-16,1.30E-15,1.73E-15,3.08E-16,2.29E-15,-1.04E-15,-5.66E-16,3.14E-15,3.75E-16,1.57E-15,7.34E-16
DB00325,42.11520052,8.431183386,-15.92446539,-2.606163849,-9.184656353,-4.067758054,-15.03035429,10.16851982,-12.76089029,9.113839655,16.47370714,-14.51694356,-3.446724027,-0.214864291,-11.21185386,-6.033318451,-6.147175999,-14.57999252,14.7163973,-17.28354094,2.82518346,-4.362757402,0.657261859,-7.478978528,-0.075904211,11.4599602,0.890360168,-5.344468118,3.216970979,-17.09830546,5.085227539,-11.95564017,10.48133388,2.641679777,-1.336587424,3.929350394,-1.800703822,-8.968848578,-1.63578433,-2.016448754,-14.8717903,5.374230916,8.939562118,-7.315167846,-1.559004728,-1.741400111,2.704760636,-5.254138621,9.53396289,2.947709886,-2.513903234,12.19826147,5.916954054,7.123892177,-7.452235943,-1.033282544,7.338074711,11.33685572,-16.51366157,7.946000019,-5.315637912,5.986612392,-6.722147814,0.624462479,-3.920800816,-8.691528914,2.735612327,3.662283995,3.546204986,-3.054525031,-4.251082008,-9.346389119,0.158260902,-7.330975084,-1.763987384,0.283903826,1.12851253,5.183346246,0.201305318,-3.75105963,-0.886974206,-0.340272365,1.583766974,-0.861083968,0.304231461,1.607341183,0.725983581,1.733490451,-0.25445196,0.022276249,0.299157212,0.012687063,-1.602358784,0.607714411,0.505925507,0.3216241,-0.32607442,-2.210791443,0.67049448,-0.426792588,0.096355322,-0.194949225,1.396842948,0.19197125,-0.160412878,-0.323675021,-0.214052956,0.309322055,0.150041848,-0.325148806,0.044010556,-0.08529666,0.000105888,-1.80E-15,-1.01E-16,1.95E-15,1.60E-15,2.06E-15,-4.70E-15,-2.51E-15,-3.22E-15,1.07E-15,-9.44E-16,1.52E-15,-6.60E-16,4.47E-15,-9.77E-17,3.12E-16
DB00153,-25.55160294,3.645078761,11.26169854,6.030252566,-4.046841979,-7.673870104,-10.27454426,-11.81256827,-28.89241233,7.990571843,6.888984588,12.73491137,3.167498255,3.824157037,-7.395077068,8.40322171,6.67549287,-1.434005821,7.291878968,-7.335668291,11.51976953,7.800171858,0.817339029,5.509650014,1.622109368,-9.821141838,-6.745691233,0.251392312,-7.576380118,-11.4882152,14.69217785,5.068978798,-4.645534802,1.303091352,0.181287446,4.381761333,-3.970804714,-7.11394005,3.66909483,-4.712063996,-6.34202406,-4.175745045,-2.706084696,-4.020650289,-3.643704692,3.038309265,3.731154917,5.591364294,0.118778089,-1.518526496,-5.168426272,-6.384886441,-7.567037672,-0.822124472,5.936678256,-5.78860733,-0.564974637,-4.5178737,4.05047376,9.511536856,-1.486439387,0.038946615,4.65644934,-1.495260408,-1.285990134,1.893598925,1.766268665,2.949367776,-2.932314778,0.082290551,1.113614698,-0.962526306,-2.186026071,-1.856750995,-1.496377063,0.227590911,-0.064370928,-0.038574391,2.288195178,0.435873504,0.563265283,1.870551915,0.216173055,-0.978523867,-0.71103947,0.398299021,0.051620724,-0.643420461,-0.149941002,-1.222935415,0.398428762,-0.409778251,-0.139773905,-0.531828173,-0.16323575,0.010526792,-0.512361185,0.125937734,-0.054559197,-0.574170329,0.314680292,0.066782775,-0.087196078,-0.145129107,0.141246315,-0.33295827,-0.061807639,0.060935621,0.230021213,-0.186362669,-0.063230848,0.042104279,3.89E-05,-3.21E-15,-8.24E-16,7.18E-16,2.65E-15,1.24E-15,1.67E-15,-1.61E-15,-3.22E-15,1.25E-16,-1.66E-15,2.27E-15,-1.64E-15,2.51E-16,1.15E-15,8.23E-16
DB08814,33.08709983,17.29675662,-20.3923194,-7.741870214,6.922572813,-4.801668733,-12.51492305,-8.390530725,3.435333216,13.17331563,-10.45902961,-1.283516962,18.6658667,-3.484195449,19.02330627,7.09967428,13.27630016,-24.90582736,-5.179989435,0.819175314,8.215136647,12.52353452,2.948259754,4.954534979,-3.494735957,-19.21089602,-7.894061686,-3.578557583,13.07902384,0.88015371,-9.640898035,12.44452919,4.248178718,0.269990915,-3.859376951,0.777045409,-3.282692313,7.311702382,2.992439116,-11.03924985,-1.478823465,-9.86085145,-1.269422277,8.658892389,4.94099705,-14.78276982,-8.448579832,-3.836851732,6.56869805,1.343192213,-11.18867192,4.979449565,5.420463283,7.702369597,16.74853828,1.924751427,16.22749149,-4.8445089,0.020380623,-5.043534398,2.71286955,-2.486085654,3.503598677,1.158079126,3.998103028,-6.528825674,-2.553209645,1.86809617,-0.421003605,-2.486869727,-1.59444354,-2.970725432,-0.653562804,2.32914468,1.770477241,2.432131415,-0.429653236,2.929660129,0.777150105,-1.400379473,-0.388776329,-1.2226324,-2.677253945,0.805043304,-0.666142259,0.209255729,1.725008541,1.216610086,0.28971637,1.354342777,-1.869449767,0.419075823,-0.57585554,-0.265817565,-0.146676825,0.405191383,0.027553136,-0.517605616,0.321549626,0.217562302,0.35283906,-0.082762259,0.953262574,-0.144717021,-0.278502904,0.588868667,-0.306741569,-0.056000665,0.348422672,-0.26051318,0.035670887,0.028305876,0.001044275,-3.87E-15,6.23E-16,2.15E-15,-8.46E-17,2.51E-15,-2.65E-15,1.05E-15,2.89E-15,3.11E-15,1.26E-15,2.01E-16,-1.75E-15,2.55E-15,8.92E-16,-2.60E-15
DB00545,22.76974531,14.73258901,-12.96777123,-8.046548846,10.72922044,12.26333192,3.89006135,-8.917953717,-5.956459946,-2.156612327,-3.315325518,-3.381465654,-7.032318662,-4.020538452,4.553260055,10.80475376,-12.47720364,-5.633022809,9.371472605,12.85775213,5.630804415,0.377717059,7.419367421,-11.9198753,-9.539217981,-20.44193781,6.156231298,-3.775116532,4.255866601,-2.694264574,6.492523124,6.064357585,8.018527551,11.46342,-3.987206926,7.472673458,-4.213769984,1.239082524,-3.594175932,10.67800264,-4.558986405,4.883449483,-7.50277856,-5.823929383,-3.527764662,3.640750488,10.13233996,5.36686386,-5.261448956,1.106964124,3.864200805,-7.263475954,0.208954401,4.579605236,1.830250148,4.746823887,-7.259198177,-4.298241446,2.593274418,-2.840011484,-0.394143745,-2.072563006,4.217866059,-1.381492221,11.44604626,1.171118238,1.765748522,1.342484844,1.552976946,-4.361389957,0.36156893,-5.44305707,-1.277522864,1.443652089,-2.001382868,1.550451965,-1.17079065,1.571057481,-1.907138169,0.859753259,-3.121794747,-1.374650282,0.483976956,-0.047258129,0.805266302,0.862656765,-1.797308694,0.548317351,0.358980888,1.919068683,1.101039605,-0.921584164,-0.318502908,0.335056138,0.43506022,-0.653608669,0.225165911,0.104860171,0.319051404,0.063405701,-0.061260842,0.001051047,-0.367643788,-0.234978357,-0.353212271,-0.218545606,0.228919174,-0.030020892,0.336170569,0.201426915,-0.139210942,0.022878546,-0.000198792,-4.39E-16,-1.34E-15,-1.58E-15,1.30E-15,1.15E-15,5.67E-16,-4.18E-16,-2.79E-16,-1.69E-15,1.54E-15,1.30E-15,2.80E-17,1.79E-15,-9.99E-16,-1.42E-15
DB00322,11.05489143,18.43292407,1.143040271,-12.60740776,0.368201192,-0.974913745,-17.37599884,-13.35697363,-6.230601269,-7.920250658,-21.16317498,-15.46658227,-11.2382095,25.25456733,-0.034432029,1.865287986,-3.09116492,-5.763024308,-17.21821873,5.083302526,-8.328082992,25.64256395,1.19449346,-3.568314348,0.791032373,10.98540212,2.526824861,14.80596422,-0.507908495,13.12850702,-3.72747268,-2.75893572,10.04339531,-12.41000243,3.315972577,-1.689510191,5.003569351,0.807637617,-6.364845712,-1.873386798,13.83090124,8.801511087,9.129438431,-2.654492919,-3.079780644,4.597859444,10.47273813,4.719502722,6.260781357,1.569664526,-4.280651717,1.711496673,0.300417321,-3.864098667,5.377593958,1.392632592,0.998746215,-4.219815307,-5.160123273,9.400294867,-2.465987605,8.401067277,-2.942074921,4.438662939,-1.714185955,3.866519154,0.113502475,1.064582465,-6.688511633,-2.451859907,-0.82253712,6.439592332,-2.156308432,-1.494725522,0.050887248,2.139430384,-0.795818069,-0.670490263,-1.200147088,0.450569326,0.624121563,-1.528831248,-0.952964761,-0.228858258,-1.440971448,1.470741146,0.876729879,0.252612384,0.040685763,0.176701484,-1.109399482,-0.695914342,0.178227097,0.061197283,0.583413625,0.808197335,0.346267238,-0.422788376,-0.152785106,-0.055967259,0.264538528,-0.352525774,-0.456613907,0.661404739,-0.109316175,0.190349794,0.015877894,0.088040297,-0.166784373,-0.069814836,0.030945105,0.04524008,0.00133499,-2.08E-15,2.83E-15,-2.08E-15,-3.46E-16,-1.33E-15,1.10E-15,3.74E-16,1.01E-15,-2.50E-16,9.44E-17,-1.95E-15,-9.70E-16,2.34E-15,-2.25E-15,3.88E-15
DB01399,-21.34785603,8.947848957,20.44451636,8.118780644,-5.884911376,-0.378995055,6.154456754,14.69542059,-5.342015047,7.828895778,5.745526568,8.959038184,1.624131629,1.503201924,9.022844298,16.75563955,-15.38649489,11.15041788,4.920269974,-16.79461027,-0.917281453,1.58254814,-13.14583012,2.475035529,5.299334665,-5.6159401,-10.02995552,-5.597118107,-1.00499967,-9.423901709,-4.44441,3.947091448,2.046578332,2.938040126,-2.605434073,7.57721408,-6.925082405,-6.660309258,6.241313964,-7.151565918,1.268924721,-5.390399213,1.133706956,4.646747876,-5.10276236,-1.05204943,-2.025035611,-2.750635467,-7.274473894,3.936549161,8.468470328,-3.779906069,3.814487615,-0.186934854,7.549582988,5.400559115,3.81077085,4.611591096,0.501081599,-3.333688103,3.388893532,1.127256046,-1.280362601,3.191546901,-3.868157322,-3.566861836,0.126125013,2.916077856,6.611708654,-0.943701382,-1.223219284,-1.74672598,0.068277629,1.0232946,-0.054376298,-1.14453913,0.759323626,-0.53856677,-0.321960422,0.444343966,1.110678309,0.677637514,0.038765652,0.680000542,0.709813606,-1.111014699,0.291254421,-0.348091406,-0.077263136,-0.855947694,0.614120614,0.025889778,0.383547516,-0.442385025,-0.01047115,0.091989732,-0.15814004,0.337270722,0.320900113,0.053294035,-0.076618,0.24668014,0.041986807,-0.120776658,0.145854652,-0.312406703,-0.056999575,0.081737219,-0.221691169,0.030326904,-0.006415925,-0.025967229,-8.42E-05,6.68E-16,4.69E-16,2.29E-15,-8.37E-16,9.84E-16,-1.92E-15,1.69E-15,3.29E-15,-3.66E-15,-1.02E-15,2.88E-15,5.61E-16,-2.98E-15,-8.13E-16,-5.77E-17
DB00818,39.63431731,-8.487557513,-29.53363218,24.5781004,-11.16309772,-2.489331445,-2.405174488,-11.66578832,-4.398830091,28.77208773,25.39025199,16.31320009,13.56993961,6.317092352,-4.061302564,-9.735057655,11.54075463,-2.633852559,-15.28122536,-4.485371512,-4.600966474,8.428145054,4.294742887,7.895311385,-8.550814905,-18.47017535,-5.230614797,-3.626229684,-11.57392982,7.708191729,1.674233994,-8.836486339,0.458403666,-3.107208465,-5.737844547,12.72825483,-7.568371781,-0.930527799,8.893781376,4.116285149,-16.40285981,8.957918162,5.016615251,-8.219071073,-3.939527737,-4.230559637,-1.3043161,5.503232957,4.473151591,-10.09711178,-1.889341831,-6.848570113,1.668365929,-0.092929493,3.726192493,3.508830238,-2.395086824,-6.54424357,7.785114142,-9.564345489,18.01703778,-1.178454059,-2.862674862,-0.29162778,-1.982175847,-0.805836922,-6.878754876,1.754841087,-4.1276387,-4.099293865,-3.574070743,-3.453627189,-2.744840174,5.432431853,2.562094114,4.41348852,-3.197345893,-1.647102036,-5.085157065,-3.709157703,-3.861454259,-2.919345835,0.809278451,-2.655201946,0.848368755,-3.423030624,3.706420114,-2.329109087,4.242820021,-0.598800993,1.065555656,1.885095622,-2.276916235,0.207728344,-0.058630999,-1.892383959,-0.023518858,1.91550388,-1.045031142,2.036610963,0.219221249,0.807374901,-1.176926869,-0.045642113,-0.07177525,-0.362837027,0.474018512,-0.010755437,-0.050059356,-0.35107828,-0.079020325,-0.045667517,-0.000209914,-3.07E-17,-2.00E-15,-1.06E-15,3.54E-15,1.47E-16,3.84E-15,7.20E-16,1.96E-15,-5.85E-16,1.72E-15,9.50E-16,-9.79E-16,5.55E-16,-2.01E-15,2.26E-15
DB00203,43.77953205,11.82277964,-11.1998873,8.956888552,21.63618381,-9.407470711,-15.12052,-2.940410582,-1.42751529,-9.786855561,5.149115358,0.600404924,7.690742182,-12.20765731,-10.67789978,7.106666548,-4.913571579,-1.491633514,11.43596502,0.868643294,0.4579984,13.15482221,12.88148173,28.81271919,-4.867294952,-2.708178073,12.68855694,-3.863672749,-7.471079733,-0.473356869,-12.44866125,-4.135137937,1.350674483,7.901010122,-8.998963082,-4.327288387,-0.162941671,-12.43098722,-12.40407325,12.11051458,9.499914998,-2.961272232,1.924625562,7.281750937,8.66787831,-10.66628982,-0.727269283,-0.189001085,8.670640853,-2.75585069,3.914823353,-0.71058183,-4.664616581,1.928325279,-0.771942251,-1.892033292,1.671175582,-1.068282972,4.227148846,-2.272584305,1.948712601,-3.515310202,5.100907002,-0.558012281,-0.441755576,-4.342488928,1.373463054,-3.689755084,-2.616475994,1.435458349,0.331153882,3.531040832,-2.528349029,-0.648513608,1.257018197,-6.092721586,7.828742895,-3.376916683,4.699215153,-2.700013373,5.562696952,2.802437323,-4.836819342,-0.990530672,0.606065347,1.168919571,1.488595454,-1.846640119,-0.251623677,-0.124309055,-0.587369655,2.257484329,0.252856693,-0.667469711,-0.646591692,0.022545652,0.155691522,0.365805802,0.348653059,-0.643070764,-0.267400461,-0.119977726,0.249717049,0.50301916,-0.459416611,0.255132899,0.462431816,-0.101051051,0.368493007,0.268267935,-0.001915313,-0.037683139,-0.001343446,-1.99E-15,2.44E-15,-5.82E-16,1.88E-15,1.17E-17,-2.38E-15,-3.69E-16,2.74E-15,7.98E-15,1.09E-15,6.76E-16,-1.88E-15,3.06E-15,-2.18E-15,-1.32E-15
DB00495,54.15468568,-12.56690995,-19.05274377,18.16615477,-28.42210894,6.55809449,-5.124895267,21.27086,1.591738019,18.70309048,-5.380756714,-9.861306057,6.732771211,-10.41086686,-24.75795882,4.030850849,6.702992982,-6.482487816,20.52522142,3.573902068,1.413668411,-16.06005774,5.381736667,11.51178312,-9.675571283,17.73085488,1.539682941,2.329617879,-1.033791701,6.803268112,-7.277856083,3.748977132,8.661729167,-20.95345839,5.101987567,-8.359708058,19.17466186,0.884525368,0.633035113,-5.089175998,-10.20194566,3.358507129,9.021631766,5.164231974,7.777738312,4.109134276,6.253224175,-6.622422334,5.023768841,-0.158481187,-3.063774027,-3.7336151,-9.574380665,3.538067455,6.385733753,1.747565053,3.741336587,2.87441541,9.196887975,-3.259207782,2.252248848,-2.412351606,-5.482836749,-3.797070731,8.124875326,-4.64713704,-5.590371648,-4.122235768,-6.956149936,-0.111115309,4.63665683,7.789035356,3.590093628,12.54280254,2.539274634,2.646310283,3.905591641,-1.962873773,1.118561364,4.398824662,6.255716557,-0.293891485,-3.111900297,4.620462532,-6.675492949,-1.39627869,0.387824726,0.216714303,1.503554886,4.551015887,-1.62723133,-1.910016415,5.680974063,-0.285255506,2.530546019,-1.054787547,-3.362008666,1.137333567,-0.226278763,0.98603708,-3.106800234,-0.500893579,-0.994969902,-2.305626957,3.076548785,-3.435615255,-0.034185226,1.41506126,0.546083342,-0.484111636,0.178314338,-0.215833856,-0.007808044,-1.57E-15,-6.71E-16,-4.82E-16,1.47E-15,-6.29E-16,1.94E-15,2.88E-15,-5.54E-16,4.61E-15,-1.10E-15,-7.45E-16,-1.19E-15,5.83E-15,6.42E-16,1.82E-15
DB00973,20.11298557,19.6807603,-4.774487544,-6.834962507,-4.758042441,16.53087741,8.162878116,12.82004485,5.183289488,2.855261013,-9.678321313,-2.612292814,2.144411432,-17.87312687,17.76014159,-20.21086835,-12.7203598,5.851385584,2.851368268,4.039974187,14.87930837,12.59003781,9.939645247,-2.097868516,12.63998157,-11.4525199,6.972610259,10.97578451,-5.538755368,-1.377188749,3.595215677,-4.392832728,-1.637827404,-9.807513931,-5.885923695,0.859564255,-9.545891588,9.113654144,-6.792327092,-13.69138563,-1.438008121,1.53194798,-4.624078503,8.720763856,-1.115877589,-13.37246862,12.17518284,-13.69613333,-1.094522738,-10.73836892,5.254365735,3.10928422,-3.691340087,-1.032938273,-0.426773919,1.689671143,-0.203119216,0.053033983,-4.411503087,2.500475817,-3.104158487,-4.869754213,-4.297429382,-1.21391798,5.008245586,-3.754532118,-3.815276556,0.499723676,8.434080037,-2.102019312,-1.54817391,-6.289323771,1.430431361,2.469023349,-0.876589487,0.549754631,-2.59081087,0.353596186,0.069656488,-1.022439928,1.820946668,1.547309449,0.822599644,0.71405549,2.313224183,0.073197896,-0.965906872,0.189025655,0.798726055,-0.066394365,0.546794521,0.429198222,-0.363690187,1.018831412,0.24450087,-0.470293185,0.235585766,-0.762542804,0.836850526,0.15003018,-0.264581691,-0.472152421,0.087089762,-0.535609962,0.237777145,-0.38497449,0.350648319,-0.099747618,-0.126512125,-0.005938069,0.155684566,0.055338309,-0.000590309,-1.05E-15,-4.01E-16,3.55E-15,-8.59E-16,9.51E-16,-2.73E-15,-7.55E-16,1.49E-15,-2.06E-15,1.83E-15,2.44E-15,1.91E-16,1.67E-15,-1.71E-15,1.12E-15
