Drug,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128
DB00451,-38.33876712,-10.06178367,-0.836630285,7.249979505,-21.12521109,3.874130038,-28.50414334,-17.38325397,-0.931835948,12.83686564,15.11645014,23.79679321,8.679128468,9.449244461,14.65636273,0.863558747,-4.621128891,-6.318154904,0.148993958,6.589981291,3.156456327,-7.97350662,-3.080992759,-7.06445799,9.514522179,2.763084103,0.651336607,5.519578688,-0.612865376,-5.950944135,-2.408159259,-2.948143032,2.867321539,-1.364330854,11.23901329,-4.715476312,-0.43618225,1.767041959,-7.9785684,4.90703574,2.921805,0.6471692,1.679935276,-1.69233056,2.35596948,-2.844180191,-3.546857407,0.741253907,-10.04480256,1.297644592,0.97732609,-4.068017647,-2.716326902,4.00139838,2.610589768,-1.93694582,0.237743988,-3.754202037,-5.68091936,-5.359396426,-0.667173093,-9.158201805,-0.201919986,-4.262405508,-3.882187415,-2.521408512,1.196081457,-0.470377558,-1.369146723,-0.93768221,-0.512111989,-0.321108388,0.533478522,-1.805495701,0.057457475,1.867276636,-0.14339938,0.662490892,1.52496767,-1.475699265,-0.04990695,1.570884824,0.245344903,-1.594132171,-0.327016467,-0.754869879,1.722994236,0.748487692,-0.071848614,-0.555980337,0.082149843,0.022992319,0.049794297,-0.048988328,0.216304232,-0.150037362,-0.338329537,0.015838812,-0.203018762,0.787943911,0.050692157,0.452017998,0.135634307,0.110715094,-0.011164495,0.107775027,-0.098832043,-0.083111676,-0.044968129,-0.142086808,-0.031483501,0.061895405,-0.00035111,1.08E-14,-1.94E-15,-5.47E-15,2.35E-15,7.38E-15,3.97E-15,3.39E-16,-5.28E-15,-3.17E-15,-2.81E-15,-3.73E-16,-2.97E-15,8.96E-15,8.26E-15,-1.05E-14
DB08905,22.52411665,32.58523452,-3.874479444,-33.62654073,-17.02326274,8.387505141,-0.287744679,13.38427,18.79138634,7.300603113,-7.924634587,-21.69481463,24.60719768,2.482923192,-12.25981368,-20.70561514,6.473279346,32.7289625,5.338468201,1.076125813,-1.44795841,-5.932166726,11.38487185,18.69724153,5.903351294,14.57948153,-8.662190754,3.160565434,-11.64832307,-9.37304285,4.2010207,11.33252426,-3.019636866,8.975585208,-7.920439152,1.524119331,-1.05830371,3.424348316,-8.064896421,-1.440298074,-5.366602708,0.592240235,13.94743247,0.290137457,5.576595626,-4.430629853,-14.16800432,10.35079534,1.784198723,5.683422894,-2.763304398,-4.251021215,-4.355005901,-4.399848632,-5.116882128,7.323385613,2.102642255,2.251267114,-6.546990901,6.048975759,6.321486244,-4.657170113,1.222501391,0.068174708,-5.505473076,4.536988516,-0.739996423,-4.266827514,-2.318012136,-2.508627719,0.770511622,2.42549065,-1.727406925,-1.032865407,-1.649767803,-0.296108804,-0.963610149,1.025841151,0.630889383,0.652869139,-2.323780047,0.218805623,-0.101556502,-1.496836372,-0.953157869,-0.773863747,0.075909567,-0.698355493,-0.284802936,0.108559042,0.038000801,-0.004832365,-0.021700415,-0.351801029,-0.327848524,-0.63955586,0.342220194,0.103589029,-0.17993959,-0.040052156,0.14891487,-0.454495673,-0.691194185,-0.110066703,0.152224059,0.139407311,-0.13660309,0.124882835,-0.034618979,0.07281876,0.043689356,-0.116802911,0.001102484,-5.41E-15,2.22E-15,-5.83E-15,1.11E-15,-6.24E-15,1.31E-14,-1.76E-15,1.19E-14,7.63E-16,-4.28E-15,3.44E-15,2.65E-15,1.18E-14,-3.49E-15,-1.08E-14
DB00433,30.74042258,49.33417806,19.7371281,6.893077941,8.997427202,45.92944852,23.38874425,-41.98358667,59.86678545,-3.515470385,-2.641290418,12.92613598,-9.776311443,4.961818401,-21.9935884,-20.62240088,3.141400961,18.65647392,9.060836769,5.311873209,-14.6986639,9.26981756,13.81454941,-6.769554732,7.950340126,-9.062674666,3.761534426,-3.189958043,1.886293375,-16.13565018,9.30260299,-19.36973685,-3.571889392,8.793570952,-7.403301708,-3.169033897,9.687747148,3.112477799,2.401798548,3.637813795,-2.904378477,1.651262929,8.183227917,-10.7690741,-0.049191849,-4.890844029,-6.660576389,-8.479313801,-14.07422965,-1.229908624,25.80414699,2.681680313,-10.32030984,-3.179140339,1.138630283,0.575913625,-3.730780779,-8.517764681,9.525343603,5.596510452,5.003045096,7.67559197,6.745105657,5.009914704,-4.248878498,-0.439261785,-2.610106586,-0.956887346,0.661662804,0.928958966,3.241694499,-0.126232923,-1.219420834,1.2102228,1.756478187,0.697043643,0.539962661,-0.44256927,1.208070963,1.983957837,-1.449423518,1.725698812,0.797097809,-0.082172014,0.845638224,-0.28002493,-0.302268325,1.665088968,0.235610715,0.685615253,-0.422551146,0.155160166,0.871744777,0.653000858,-0.26346717,-1.428009759,-0.72387351,1.788703954,-2.182227548,0.605690335,-3.693571008,10.92517114,11.89039119,-0.567119985,0.19343616,0.344145009,0.088122173,0.10458938,0.061816486,-0.044382506,-0.013686183,0.055904686,-0.001286042,2.01E-16,-2.76E-15,-2.45E-15,4.99E-15,-2.81E-15,-7.29E-15,2.65E-15,-1.80E-15,6.64E-15,-2.07E-15,2.82E-15,-1.73E-15,3.55E-15,4.21E-15,3.16E-15
DB00177,21.35772816,18.93347403,-0.413244938,-12.9847361,4.791269347,-18.38937331,-12.31145909,17.59709131,-2.3708828,8.521803513,-5.299186925,14.07497021,7.881262429,11.94398208,27.03345628,4.377324737,-14.8854304,11.43301605,1.510503894,2.076947974,-0.580331369,11.42857213,4.70599457,-0.116041176,12.60120248,-2.242868875,-11.05845828,9.127270293,16.87686308,7.523882377,-1.73602678,10.94645549,-29.38443651,16.12428159,-9.748799431,-4.145778775,7.423519256,-9.851544014,1.036760647,5.870086421,3.033628209,4.203138414,3.236135184,-2.68474267,-7.69088329,1.190588698,9.337541575,-0.05036165,-7.388532801,-0.253539348,-5.494285901,-6.705950018,1.181866121,-5.768512599,-2.050261176,2.63096457,-3.482860915,7.04000035,-0.160479277,-3.803996404,2.304831264,4.862007338,-4.244821387,1.449415527,12.274789,-2.693373335,1.33844933,8.187481464,6.655332502,0.273906354,-1.928427426,1.284740904,2.001010053,-0.318567371,0.34500793,-0.349360243,-0.915822525,-0.91796292,1.726923789,0.622254402,0.734430281,2.000180062,1.994827723,-0.793397905,1.566610744,0.979378281,-1.364226705,-1.384437878,-1.307524139,-1.123535814,0.325117553,0.147151125,1.059097155,1.203169079,-0.163627514,-0.70466088,0.263507827,-0.35689837,0.355244741,-0.354378259,-0.637546807,0.625472733,-0.134037805,-0.370034591,-0.456545257,-0.053824791,0.031196338,-0.02202275,0.128522617,0.174078691,-0.056395308,0.030609696,-0.001244104,-1.40E-15,3.72E-15,-2.36E-15,-1.30E-15,6.68E-15,-3.60E-15,1.77E-15,-6.59E-15,1.15E-14,8.60E-16,2.32E-15,-7.61E-16,2.81E-15,7.87E-15,-6.56E-15
DB00780,-47.07993549,-32.8149124,-23.31936765,-13.6968382,14.32234331,-8.821441028,21.72962897,11.17357971,22.7639734,-19.26401526,4.133603188,-5.946824453,-1.847743558,-1.195773653,-21.08833227,-4.883070937,-2.455311409,-0.027845588,-2.622221126,-9.190794529,-11.35168277,6.633172356,-4.178960043,2.198122159,-8.138530384,-5.947074674,-9.296331772,2.355584561,6.636134793,-4.587531531,-8.260904792,5.299364823,-4.809414657,-2.880199561,4.258639167,4.085361646,1.549639209,4.700137837,2.13938649,7.007480091,11.72603044,5.558905181,0.77420421,8.456141095,-2.824915533,2.693055319,0.072118427,-1.002100443,-1.130717889,-1.138090093,3.438633338,-5.253629386,5.379093455,-3.11936869,-1.841551116,0.244561951,10.59845167,4.632843743,3.522983983,0.659936849,2.185318417,5.578872478,-1.410231819,5.033462119,0.505531673,-2.522924245,-1.354581666,1.595536824,4.434117626,-0.089826012,-0.778658769,0.177529101,-0.186760941,0.611916614,0.614833109,-0.609090095,0.977749698,-0.29117274,-0.741880632,0.491198607,-0.865892997,-0.840793202,0.819079641,1.973974207,0.741635767,-1.449187404,-0.46132764,0.06899073,-0.312395904,-0.274805362,-0.179916415,0.537631074,0.062728316,0.069045311,-0.254428288,0.444319514,0.021489728,-0.271165045,0.191008909,-0.286202561,0.098744656,-0.836552793,-0.260150562,-0.091802993,0.117683915,0.089487612,-0.108729576,-0.071310707,-0.049248878,0.004737079,0.00739961,-0.060070928,0.00041274,-2.38E-17,-2.04E-15,3.42E-15,1.08E-14,1.42E-14,1.15E-14,-2.36E-15,1.13E-14,-1.24E-14,-1.31E-14,6.09E-15,-2.36E-15,2.89E-15,3.07E-15,-1.96E-15
DB00201,0.408978409,20.54907467,14.17458021,-12.99509115,-15.11509073,-21.41955882,16.23266406,13.30879089,0.74619742,-4.007049609,0.099335644,30.65860418,3.573643778,-8.120176735,-12.22050557,-9.500071635,-14.33963042,-0.637575837,-12.50660729,-2.676803558,-4.925222911,4.218280362,-0.196181895,0.416670144,8.373437384,2.318027634,-3.93081464,-14.96556273,5.758596848,2.094088956,-7.616751333,3.507248892,2.380975592,0.92890336,-7.064623169,-7.151105841,-4.007191802,-15.70102171,-2.747176876,7.433123329,0.195644489,-8.222881469,7.495432841,-5.020087088,-10.10292254,-5.471155359,9.583971206,-9.89758196,2.170878167,0.207257772,5.124569027,12.82415115,6.529592987,7.312808998,2.351204007,4.035610916,-1.59585447,3.334482664,-2.875420515,-4.121143879,2.446185635,-7.527629238,1.010740704,-4.398404261,1.963687512,2.081748187,0.572894648,-2.226381268,-0.743591066,-0.918729575,1.725880695,-2.810576401,-2.886407941,0.061264162,0.724434124,-0.058297476,1.689405088,-0.783029662,0.164905319,-0.522673178,0.388639087,0.404346642,-0.088404199,-0.761402406,-0.331986431,0.391973595,0.288272945,-0.050918718,0.055002899,0.630719838,0.469498044,-0.358057518,-0.638715667,-0.334594297,0.676688235,0.299364023,0.236606311,0.349705777,0.615478092,-0.200686515,-0.719410094,0.434252335,0.391059438,-0.180279491,0.128519027,-0.175892034,0.141360338,0.427680262,0.167463451,0.075707663,-0.025270888,-0.018217317,-0.001078139,-6.48E-15,6.12E-15,3.09E-15,-3.38E-15,4.60E-15,1.18E-14,-1.19E-14,-2.04E-15,2.62E-15,1.87E-15,-1.49E-14,1.63E-14,-5.58E-15,-1.13E-14,-7.74E-15
DB07348,-19.7483886,11.12597643,22.10850323,15.04160091,11.92825894,-5.89336196,-0.720619455,-3.834978325,-8.869051257,-18.41017093,1.324565653,-4.026556137,2.06988761,-5.221098495,-2.945617517,-18.65546495,11.49713257,-11.24782678,6.579176837,-4.068929147,19.86634347,5.110075666,-4.942210582,-2.063082789,5.80317293,-3.647948473,2.620874687,-2.05306462,12.41173815,-5.96423101,7.6427857,1.153899746,2.23255961,2.550957381,-5.985462041,0.902064115,-4.470805315,3.614741957,-0.818968069,0.530456536,2.459181099,11.8903043,-3.852263668,-0.980193025,-1.533463013,1.255411952,-3.558595074,-2.47344968,2.063272683,-5.700780427,-2.58264481,2.540780119,-3.304268267,-1.884410948,3.603471511,-0.001244675,-5.57132332,-3.565238418,-0.137770123,0.729523412,1.528935224,-1.278949533,-1.226039802,-1.530293127,-0.503861088,-0.10094758,0.540859525,-0.698727104,-0.826975935,0.321992008,-1.672610373,-1.417951996,0.330043934,-0.208652884,-0.453774045,0.378452386,-1.030551303,-0.773772348,-0.319169178,-0.474699677,-0.208296641,-0.258555544,-0.040312144,-0.03415269,-0.290463361,-0.423602952,-0.986208179,1.043456383,0.785778002,0.194713131,0.13568809,0.134944669,0.040941515,0.212613452,0.234434672,-0.09016395,0.067766874,-0.106470278,-0.046532315,-0.173325386,-0.076282404,-0.098359135,0.511588945,-0.035336034,0.110396881,0.342858293,0.183757816,-0.142407225,0.219445891,-0.135249873,-0.062123582,0.008848021,-0.000916396,2.88E-16,-5.98E-15,1.17E-14,3.27E-15,1.03E-14,1.35E-15,-1.13E-14,8.39E-15,4.97E-15,-1.40E-14,-1.71E-14,1.28E-15,4.56E-15,-4.61E-15,1.46E-15
DB00440,73.85241675,-53.36082555,16.03669699,-1.543447326,10.20691094,-20.74065845,16.01306387,9.105890579,-22.99897528,21.73730083,-12.6692379,0.955329895,-11.02815583,9.859945863,-15.72871695,13.07230314,-21.3798106,-14.91772848,-21.62058041,-4.476926615,-3.484916498,3.96059973,-8.241545179,-19.92558564,-24.74849554,14.87516724,4.440473873,24.66124668,-15.45744282,-4.650709625,-13.99714936,-2.387191356,4.342269057,11.65718236,-2.255958987,-14.22066493,-0.876524103,4.346489803,-2.448394338,-1.493938269,4.033026307,-14.83450483,-1.006989786,-14.02181687,0.055793525,-7.689938434,-18.58492589,10.027873,-10.8211243,-16.70337338,-5.387336953,6.870565737,0.215297969,-0.443643721,-8.652835045,10.42792265,-1.521471171,-9.807875196,2.327376187,-6.262327104,8.259928624,12.29740832,-8.579494695,4.680025507,-7.907502825,12.68267555,1.779055875,-1.325405639,-1.788815218,25.02873354,-7.434580182,-10.26619298,-21.5090757,13.37923882,-19.29143704,15.47608531,-4.351259047,15.2530868,7.676554215,19.39842085,6.864645193,11.53057013,-14.15536743,-8.820765899,6.760548377,-22.15315415,6.494073925,2.304909791,-2.481227418,0.65784153,9.993603097,1.84040287,4.25539833,10.662904,5.375931358,-5.107737517,-3.707540844,-7.598040177,0.693525784,-3.265253721,-3.123866943,-4.859906946,3.733066958,-2.413000662,-0.144131538,1.719174168,2.616857928,-1.966271198,2.521090907,1.367651349,0.249862728,0.064452963,0.000130619,-1.13E-15,-4.04E-16,4.87E-16,4.53E-16,5.38E-16,7.19E-17,3.79E-16,5.43E-16,1.03E-15,1.89E-16,-1.77E-16,-5.80E-16,6.37E-16,-7.16E-17,6.41E-17
DB00351,2.869199853,25.45979019,9.918434498,-14.02313875,-16.34013576,9.468858821,13.94178838,9.398469299,-16.37324802,3.212227601,13.75495148,-8.449342843,19.41713399,7.833350401,-6.700739492,-1.835287783,-5.809670644,13.74878954,2.384725895,1.369477438,-5.65849194,4.575562492,-0.968152373,-7.556890846,0.222376485,2.25199935,-8.527226449,-9.219843749,-8.92811169,-1.166929574,0.159035421,5.44505949,-2.816418052,0.76711425,0.883612409,0.535388314,8.135391885,-8.944113639,2.596738445,3.199071234,-2.843976579,-8.971110383,14.21540933,1.880923511,7.535203082,-24.03420548,-7.582912606,-8.768190594,0.994445159,4.220133044,4.822878774,1.49603227,2.547474129,-0.315833199,7.437637953,-2.181892051,-4.317793487,-4.730073911,7.977687874,-1.064258947,-1.774030952,-7.021049265,6.493692189,0.045741487,0.049946623,3.352168223,-5.774340936,0.352026094,1.760259824,1.379165937,0.450941392,-3.907185168,1.60150438,2.015792323,-2.043558381,0.476647813,2.092055293,1.087356945,-1.518816101,-1.1629578,-0.126932416,-0.808680118,-0.854775489,-0.281780821,0.944405582,-0.14986421,1.311235044,-0.123686124,0.283333183,0.388230228,-0.033092699,0.925086254,-0.323456609,-0.232999091,0.141067511,0.566029869,-0.137516236,-0.09673327,-0.086948069,0.4883576,-0.096652085,-0.229213924,-0.366563113,0.153935602,0.425219238,-0.699157581,-0.117538358,0.202693935,-0.082584375,0.074695627,-0.043641787,-0.054759027,0.001072143,-3.70E-15,-5.62E-15,-3.62E-15,3.03E-15,-2.17E-15,-3.12E-15,-3.88E-15,-4.23E-15,-1.31E-14,5.88E-15,-2.74E-15,-2.21E-15,-9.83E-15,-2.99E-15,-3.90E-16
DB01616,10.82712735,20.16507489,0.886381575,-12.7632796,-3.150534113,-15.28473226,-2.663082518,-2.223647719,9.054808045,-6.02599818,-3.973470347,3.984693747,-2.266404414,13.23024252,13.94015446,9.361199293,-11.87173876,-2.762893728,15.86155789,23.03677001,-6.260491769,-9.31710003,-0.472155238,-26.37823402,-7.172156703,-11.05925989,4.125239782,-2.96909068,-3.534749801,0.278383357,-4.862693631,7.562170156,11.87298328,-9.346711669,6.891056816,12.86485779,-0.102197399,13.64514733,2.870066804,-1.554844508,-1.64804484,5.365412722,11.86322594,-5.900449842,-19.25106231,13.90575131,-4.014300295,5.786852161,-1.977119631,8.884703058,15.09098566,-7.381509755,-0.327171955,0.035548602,-5.277147304,10.29249348,-9.493336424,4.987142882,6.498082982,5.806711216,-3.418556678,-3.500034876,-4.133464125,3.563485086,-13.07543207,6.153253073,-5.805726609,-4.520252255,2.968633561,2.807820117,0.936931177,2.103630765,3.655110329,1.530753731,-5.397536995,1.530379233,-0.861498439,-0.123263531,-1.853885153,0.200241753,2.423956657,0.491879531,3.049896689,0.880721031,2.453582862,-1.288351082,-0.8852183,-0.764084879,0.315532056,-1.024663454,-0.046453079,-0.117837276,0.41220837,0.990686513,-0.987068853,-0.471644067,-0.104698596,0.004751509,-0.554764434,1.0458794,0.21574259,-0.298188,-0.426541578,0.450199306,0.612916001,-0.576203292,-0.55234387,0.317410809,-0.666654884,0.108666583,-0.036536824,-0.01580618,0.001166958,-3.03E-15,8.22E-15,2.56E-16,2.67E-15,2.34E-15,8.65E-15,3.38E-15,2.51E-15,3.09E-15,-2.12E-15,3.17E-15,-4.88E-15,6.82E-15,4.70E-15,1.49E-15
DB08943,45.42861553,-2.280349006,-21.0166743,15.20663527,-2.124417805,-12.8094408,-15.95442989,5.018152703,16.90350056,2.96143065,-11.26617253,6.918106726,2.054143334,-24.04778337,-14.97834427,-4.970388028,3.059181783,2.356902115,-4.366602771,-14.10589782,-4.041384594,-3.164742389,-0.91080616,-5.2347294,-2.524470109,-1.183774252,0.079242016,-6.612752963,0.833699751,5.379673177,11.79785685,-3.207356789,4.954292826,-11.11110383,10.6565468,2.363606,10.1641917,-1.2460799,-3.649391228,0.534908743,0.745898472,-7.68632852,-1.331486255,-2.358762762,5.088356609,6.160916016,-6.708966021,-6.537624799,-2.807129736,-19.10357309,-0.731397063,-9.264947417,7.591326161,-7.27464679,3.901628653,6.737616234,2.217894748,0.088483565,6.14637171,-0.876800251,12.86844229,-2.190583597,-2.83468653,2.241690412,5.043922079,-1.945554929,-10.15385787,-5.078735657,2.589500711,1.578439531,2.165425852,-6.646117409,-3.194285024,-10.16781834,-0.613316481,-5.345862134,-7.26010099,0.000353569,-4.025681795,-6.184469093,7.099277949,-3.687986362,-4.853891505,-3.722515459,3.508606213,-2.165739169,0.075198116,-2.401239759,-2.491677793,3.036508702,1.635535365,-2.084425681,4.092844691,2.551420859,-1.34035214,-1.750980133,1.656414624,1.01496362,0.447616045,3.331387554,1.654418776,0.470719648,-0.558101826,-0.96968217,0.321438748,0.295014935,0.783720975,0.517897154,-2.253076756,-0.362018963,0.174944215,0.189243836,0.004847365,-2.77E-15,-3.35E-15,5.77E-15,-1.09E-15,1.01E-14,-3.55E-15,-3.91E-15,4.24E-15,-5.07E-15,3.72E-15,-4.22E-15,7.63E-17,-6.96E-15,1.21E-15,3.96E-15
DB00580,17.77231371,20.9200159,-6.203212734,-14.9733536,-11.41665655,-2.3588403,-18.22229755,-3.219580072,-14.45050407,12.37624769,-12.19610967,-14.19049133,13.88093226,-4.618977027,7.00355903,-0.662493147,1.622008525,16.60285757,-2.958021224,0.174317548,-22.47853897,0.759106201,10.64143271,-6.863271136,-8.041613771,4.206934016,0.083549934,-6.271394415,-0.412044716,-4.736183321,-3.560429424,8.936354193,-17.9674078,6.217786527,5.208024506,1.972024172,3.715513558,-1.803152733,0.992657634,6.013868483,3.53964848,-2.346758166,8.08046307,-10.60191032,-10.42205313,-2.600608393,13.14519625,3.762292248,1.426348896,-5.073008662,1.004161081,-3.940426366,-0.160136359,1.669501469,-3.256389207,3.281052622,-4.550290002,4.513660704,5.658434016,-8.814897349,-5.160229932,-5.323418706,3.067646105,0.130942384,6.671840771,9.75511387,-3.531541921,1.62158424,6.739652237,1.541703407,0.956142517,0.661280971,3.365178642,2.653124984,-1.648844337,-0.745836885,0.53437868,2.23517278,1.839940721,-0.938641542,1.218255559,-0.966140465,2.054657638,-0.243274785,2.870673487,-0.177378132,1.069896906,-1.708232255,-0.583142083,-0.973308658,0.086116834,0.028454778,-0.914696353,1.642796813,-0.803679905,-0.311175968,-0.334489478,-0.398635317,-0.194103117,0.73372585,-0.45801039,0.629818303,0.033073343,-0.347530434,-0.154009279,-0.708580163,-0.068555196,0.604057108,-0.505481376,0.175206324,-0.037879027,0.060196334,-0.000428296,2.73E-15,1.48E-15,2.58E-15,-6.73E-15,1.50E-15,3.77E-15,-8.29E-17,4.81E-15,1.16E-14,-1.25E-15,-1.13E-15,-3.51E-15,6.53E-15,4.86E-15,-3.76E-15
DB00978,-44.29071035,-20.3141008,-10.92366511,5.32618971,-8.429161177,25.23790427,-7.881591793,0.358481381,19.20285934,8.34574116,-5.832501752,17.55299208,-7.276704785,4.788823748,2.168059387,7.181096474,16.07310271,6.883151116,-6.754136805,18.6977936,4.317486232,6.711955813,-5.919799624,1.37966399,-5.37923371,8.969738124,2.443155064,-1.692459512,-2.702036514,2.094364726,1.183831317,-4.886168505,-2.452693223,-1.105577689,-9.029170502,-4.270976708,-1.079836975,-0.875506253,-0.050595822,-10.19707144,-3.579684471,-2.526869355,-4.721669149,4.495138887,3.75527163,5.45653476,-1.170871001,-1.452099801,-3.785750499,-4.561926566,3.67223643,4.064282414,0.48022482,-3.585141987,-0.631429106,1.805884352,3.885492222,2.850142562,-1.758121479,0.339525375,0.223377106,0.708137869,-5.017147349,-3.261001525,0.078279204,1.324989186,2.395180628,0.576705954,0.086979016,-0.572422417,-0.851900186,0.927283975,-0.289427215,1.211306503,4.335239773,-0.724565699,-0.988782324,1.01685643,2.532794138,-0.168072088,-0.138993681,0.782403614,0.188576438,0.295034216,1.205334839,0.401512525,-0.077756822,0.494328196,0.354091297,-0.03897555,-0.030236305,-0.035541421,0.032271266,0.429943432,0.653531529,0.226249192,-0.14335673,0.288006503,0.037705705,-0.034381028,0.059768673,-0.215458079,-0.322532384,-0.064164219,0.05029172,0.046639947,0.280736718,-0.01144356,-0.171866934,0.096197453,0.050157809,0.021542408,0.000471492,-3.43E-15,-8.58E-15,2.65E-15,-1.93E-15,1.30E-15,-3.65E-15,3.20E-15,-1.17E-16,1.70E-15,-6.19E-15,-2.38E-15,-1.97E-15,3.03E-15,-1.45E-15,7.87E-15
DB06772,13.14795483,23.248594,-0.478854973,-10.45741287,5.268198151,10.49475559,7.054114782,-18.09101672,0.253425701,0.58464703,-5.652564031,5.293343038,18.03748554,7.859704723,-18.25153973,21.51383738,9.039816803,-13.92200944,-2.674954552,10.49577266,0.105003488,-5.205559179,-4.374668021,-1.697116019,12.94707224,3.651983337,-19.3103844,-9.70439532,-1.529597043,-1.923799563,-14.08487432,18.98431187,3.439944453,-6.168129525,-0.504226484,-7.720472532,4.348240504,-2.240658521,13.65935862,-2.18894158,-2.179066294,12.68162395,1.309654575,1.58214857,-4.198388262,-2.284876116,-3.0826678,13.18240269,8.399699271,1.575344059,-2.533736857,-0.726396695,5.714823213,4.188407872,-11.64299055,2.259987312,1.122989985,4.677132418,-2.158179856,6.343282101,-3.375631949,2.00204467,-4.76466015,-1.522151325,-5.699483569,7.053841496,-1.222965547,-3.735399895,-0.827625325,4.465833295,2.954985181,0.612522983,-0.966795995,-1.3243242,0.107075506,-0.126947776,-0.124454267,-0.925424128,-2.841006797,0.114455404,0.813583941,-1.646439337,0.486667355,0.138703022,0.517063975,0.5212661,0.292143747,-1.521896045,0.574108771,0.819880244,0.470364695,-0.182234603,-0.53020245,0.621820579,-0.354052903,-0.047278846,-0.233717595,0.386193577,-0.992286199,0.817823881,-0.319419384,-0.093394431,0.061906223,0.33388498,0.038776886,-0.030730904,0.104050681,0.467742648,0.114823301,0.065363792,0.026207102,-0.020528006,-0.001113869,-2.46E-15,-5.93E-15,1.30E-15,-7.16E-15,-3.97E-16,4.77E-15,-6.50E-16,1.15E-14,3.49E-16,-6.06E-15,-6.41E-15,3.46E-16,-5.56E-15,-2.59E-15,3.13E-15
DB03841,-42.0853081,-19.15153427,-3.857083915,0.435065268,20.25925661,20.89763873,-10.81758905,-0.495007974,-16.71109887,6.269320557,-20.6799028,5.986315252,0.359824094,-3.393741758,-10.88005621,-21.0865266,-3.232999492,-7.284191183,8.481316033,3.600321484,6.9426836,-0.886275492,0.508192427,4.895751685,7.328605882,1.247818915,5.936832644,-2.389597,5.210655414,-1.719651138,-5.746895554,-1.785012804,2.771033727,-2.481535613,4.190680458,-2.013813991,2.404510466,2.92800219,-2.843696683,-3.626866041,4.210228551,-12.82438978,10.67800972,-2.078078421,5.647518248,8.239907757,-1.851411769,-5.339295526,5.528147485,-0.424028097,0.342583724,1.61739435,0.988606301,4.933243995,4.750663619,-6.946551825,-6.798770557,-4.962164633,1.880939399,-1.350528072,-1.349831725,0.861956708,3.860224507,1.888838259,1.516251576,-3.016386156,-2.831088766,-2.460237507,0.011335786,-0.587504301,0.741146173,-0.519640378,0.497818505,3.069808446,-1.040502516,0.500523142,-1.069029729,-1.469467205,-1.062463598,0.576643662,-0.390689999,-1.465875302,-1.700266574,-0.862507697,-0.617766515,0.267456392,0.198128636,0.275065001,-0.281878267,0.172267249,0.783253601,0.116247524,-0.137343759,-0.134785802,-0.238044074,0.139099561,0.664589223,0.056814092,0.061031401,0.079063853,0.062682511,-0.026688505,-0.239042978,0.207201693,-0.25185207,0.462499389,-0.075417777,-0.11902862,0.071935527,0.135596324,0.004967057,0.051181282,0.00091429,-2.83E-15,5.63E-16,4.08E-15,2.31E-15,-2.20E-15,-7.28E-15,7.87E-16,3.36E-15,-1.55E-15,4.26E-15,-6.65E-16,2.38E-15,-1.86E-15,-1.15E-15,2.78E-15
